Element,Attribute
ESP-560,16
ESP-561,6
ESP-562,6
ESP-563,2
ESP-564,2
ESP-565,4
ESP-566,2
ESP-567,2
ESP-568,2
ESP-569,6
ESP-57,142
ESP-570,2
ESP-571,2
ESP-572,2
ESP-573,2
ESP-574,2
ESP-575,2
ESP-576,2
ESP-577,2
ESP-578,2
ESP-579,2
ESP-58,4
ESP-580,2
ESP-581,2
ESP-582,6
ESP-583,22
ESP-584,6
ESP-585,18
ESP-586,12
ESP-587,2
ESP-588,2
ESP-589,38
ESP-59,4
ESP-590,2
ESP-591,6
ESP-592,2
ESP-593,2
ESP-596,2
ESP-597,2
ESP-598,2
ESP-599,2
ESP-6,2
ESP-60,14
ESP-600,22
ESP-601,2
ESP-602,2
ESP-603,2
ESP-604,2
ESP-605,2
ESP-606,2
ESP-607,2
ESP-608,2
ESP-609,2
ESP-61,4
ESP-610,2
ESP-611,2
ESP-612,2
ESP-613,2
ESP-614,2
ESP-615,6
ESP-616,2
ESP-617,2
ESP-618,4
ESP-619,2
ESP-62,8
ESP-620,2
ESP-621,2
ESP-622,2
ESP-623,2
ESP-624,48
ESP-625,8
ESP-626,2
ESP-627,6
ESP-628,2
ESP-629,2
ESP-63,4
ESP-632,252
ESP-633,2
ESP-634,6
ESP-635,2
ESP-636,2
ESP-637,2
ESP-638,2
ESP-639,2
ESP-64,10
ESP-640,2
ESP-641,2
ESP-642,4
ESP-643,2
ESP-644,12
ESP-645,18
ESP-646,2
ESP-647,2
ESP-648,10
ESP-649,2
ESP-65,10
ESP-650,6
ESP-651,2
ESP-652,2
ESP-653,2
ESP-654,8
ESP-655,2
ESP-656,4
ESP-657,2
ESP-658,2
ESP-659,2
ESP-66,2
ESP-660,2
ESP-661,4
ESP-662,2
ESP-663,4
ESP-664,2
ESP-665,2
ESP-666,10
ESP-667,6
ESP-668,2
ESP-669,4
ESP-67,2
ESP-670,2
ESP-671,2
ESP-672,2
ESP-673,6
ESP-674,2
ESP-675,2
ESP-676,2
ESP-677,2
ESP-678,2
ESP-679,2
ESP-68,2
ESP-680,2
ESP-681,2
ESP-682,2
ESP-683,2
ESP-684,2
ESP-685,4
ESP-686,2
ESP-687,2
ESP-688,4
ESP-689,2
ESP-69,2
ESP-690,2
ESP-691,2
ESP-692,4
ESP-693,2
ESP-694,2
ESP-695,4
ESP-696,4
ESP-697,2
ESP-698,2
ESP-699,2
ESP-7,2
ESP-70,2
ESP-700,2
ESP-701,2
ESP-702,2
ESP-703,2
ESP-704,2
ESP-705,2
ESP-706,78
ESP-707,2
ESP-708,2
ESP-709,20
ESP-71,2
ESP-710,4
ESP-711,2
ESP-712,2
ESP-713,4
ESP-714,2
ESP-715,2
ESP-716,32
ESP-717,2
ESP-718,6
ESP-719,4
ESP-72,2
ESP-720,2
ESP-721,54
ESP-722,2
ESP-723,2
ESP-724,2
ESP-726,2
ESP-727,2
ESP-728,12
ESP-729,2
ESP-73,2
ESP-730,4
ESP-731,2
ESP-732,2
ESP-733,2
ESP-734,2
ESP-735,2
ESP-736,2
ESP-737,2
ESP-738,2
ESP-739,2
ESP-74,2
ESP-740,2
ESP-741,2
ESP-742,2
ESP-743,2
ESP-744,2
ESP-745,2
ESP-746,2
ESP-747,2
ESP-748,2
ESP-749,6
ESP-75,26
ESP-750,2
ESP-751,2
ESP-752,2
ESP-753,2
ESP-754,2
ESP-755,2
ESP-756,6
ESP-757,4
ESP-758,4
ESP-759,2
ESP-76,146
ESP-760,4
ESP-761,2
ESP-762,2
ESP-763,2
ESP-764,2
ESP-765,2
ESP-766,2
ESP-767,2
ESP-768,6
ESP-769,2
ESP-77,2
ESP-770,2
ESP-771,4
ESP-772,2
ESP-773,2
ESP-774,2
ESP-775,2
ESP-776,4
ESP-777,2
ESP-778,4
ESP-779,2
ESP-78,3086
ESP-781,2
ESP-782,2
ESP-783,2
ESP-784,2
ESP-785,2
ESP-786,2
ESP-787,10
ESP-788,2
ESP-789,2
ESP-79,6
ESP-790,2
ESP-791,2
ESP-792,2
ESP-793,2
ESP-794,2
ESP-795,2
ESP-796,2
ESP-797,2
ESP-798,2
ESP-799,2
ESP-8,2
ESP-80,2
ESP-800,2
ESP-801,2
ESP-802,2
ESP-803,2
ESP-804,2
ESP-805,2
ESP-806,4
ESP-807,2
ESP-808,2
ESP-809,2
ESP-81,2
ESP-810,4
ESP-811,2
ESP-812,4
ESP-813,10
ESP-814,14
ESP-815,2
ESP-816,2
ESP-817,2
ESP-818,2
ESP-819,2
ESP-82,4
ESP-820,2
ESP-821,2
ESP-822,2
ESP-823,2
ESP-824,4
ESP-825,2
ESP-827,2
ESP-828,4
ESP-829,2
ESP-83,10
ESP-830,2
ESP-831,2
ESP-832,2
ESP-833,2
ESP-834,2
ESP-835,2
ESP-836,2
ESP-837,2
ESP-838,2
ESP-839,2
ESP-84,2
ESP-840,2
ESP-841,2
ESP-842,8
ESP-844,26
ESP-845,2
ESP-846,2
ESP-847,2
ESP-848,2
ESP-849,2
ESP-85,4
ESP-850,10
ESP-851,6
ESP-852,2
ESP-853,4
ESP-854,2
ESP-855,4
ESP-856,2
ESP-857,2
ESP-858,6
ESP-859,8
ESP-86,2
ESP-860,2
ESP-861,2
ESP-862,2
ESP-863,2
ESP-864,2
ESP-865,2
ESP-866,2
ESP-867,2
ESP-868,4
ESP-869,2
ESP-87,4
ESP-870,6
ESP-871,2
ESP-872,2
ESP-873,2
ESP-874,2
ESP-875,6
ESP-876,4
ESP-877,2
ESP-878,4
ESP-879,2
ESP-88,8
ESP-880,2
ESP-881,26
ESP-882,2
ESP-883,6
ESP-884,8
ESP-885,2
ESP-886,10
ESP-887,2
ESP-888,4
ESP-889,2
ESP-89,2
ESP-890,2
ESP-891,2
ESP-892,8
ESP-893,8
ESP-894,2
ESP-895,4
ESP-896,2
ESP-897,2
ESP-898,2
ESP-899,2
ESP-9,2
ESP-90,2
ESP-900,2
ESP-901,2
ESP-902,2
ESP-903,2
ESP-904,14
ESP-905,2
ESP-906,4
ESP-907,2
ESP-908,4
ESP-909,2
ESP-910,2
ESP-911,2
ESP-912,2
ESP-913,2
ESP-914,2
ESP-915,4
ESP-916,4
ESP-917,2
ESP-918,2
ESP-919,2
ESP-92,16
ESP-920,2
ESP-921,2
ESP-922,2
ESP-923,8
ESP-924,2
ESP-925,2
ESP-926,2
ESP-927,2
ESP-928,2
ESP-929,2
ESP-93,2
ESP-930,2
ESP-931,2
ESP-932,2
ESP-933,2
ESP-934,2
ESP-936,2
ESP-937,2
ESP-938,2
ESP-939,2
ESP-94,2
ESP-940,2
ESP-941,2
ESP-942,2
ESP-943,2
ESP-944,2
ESP-945,2
ESP-946,4
ESP-947,2
ESP-948,4
ESP-949,2
ESP-95,6
ESP-950,2
ESP-951,2
ESP-952,2
ESP-953,2
ESP-954,2
ESP-955,2
ESP-956,2
ESP-957,4
ESP-958,4
ESP-959,2
ESP-96,4
ESP-960,2
ESP-961,4
ESP-962,2
ESP-963,2
ESP-964,2
ESP-965,2
ESP-966,2
ESP-967,6
ESP-968,2
ESP-969,4
ESP-97,2
ESP-970,2
ESP-971,2
ESP-972,2
ESP-973,4
ESP-974,2
ESP-975,4
ESP-976,2
ESP-977,2
ESP-978,4
ESP-979,2
ESP-98,2
ESP-980,2
ESP-981,2
ESP-982,12
ESP-983,2
ESP-984,4
ESP-985,2
ESP-986,2
ESP-987,2
ESP-988,4
ESP-989,4
ESP-99,2
ESP-990,2
ESP-991,2
ESP-992,2
ESP-993,2
ESP-994,2
ESP-995,2
ESP-996,2
ESP-997,4
ESP-998,24
ESP-999,2
21000,54
21016,30
21018,8
21023,2
21025,2
21029,2
21031,4
21033,4
21037,2
21042,2
21043,2
21045,18
30000,18
30004,2
30005,4
30006,2
30010,2
30011,10
30014,4
31000,62
31004,2
41000,30
41101,4
41103,14
41104,12
41107,4
41108,4
41109,10
41110,4
41111,4
41112,4
41114,148
41116,44
41119,26
41120,10
41121,78
41122,176
41123,4
41124,54
41126,4
41127,14
41128,32
41130,16
41135,380
41140,50
41141,2
41142,2
41301,100
41302,50
41303,2
41304,68
41305,8
41306,4
41307,22
41308,4
41309,6
41310,6
41312,4
41313,36
41314,2
41315,2
41316,10
42000,30
42001,2
42003,2
42004,4
43000,2
44000,102
44001,2
44002,2
44004,18
44007,2
45000,2
45003,2
46002,8
46003,4
46004,76
46005,2
46007,4
46008,4
46012,48
47000,1064
47005,4
47015,2
47019,10
47034,4
47036,4
47044,4
47045,2
47049,2
47050,2
47056,2
47058,4
47061,2
47066,16
47073,2
47078,2
47079,18
47080,16
47081,10
47083,8
47093,2
47107,2
47117,8
47122,2
transaction/transaction-date,iso-date
None found
document-link,format
None found
document-link,category
None found
related-activity,type
None found
conditions,type
None found
result,type
ND,16392
result/indicator,measure
ND,16392
